mid,text,text_cut
4662961149581386,发布了头条文章：《周末“烟花”肆虐，还有“双减”政策落地，下周该如何应对？》 O周末“烟花”肆虐，还有“双减”政策落地，下周该如何应对？,发布 头条 文章 周末 烟花 肆虐 双减 政策 落地 下周 应对 周末 烟花 肆虐 双减 政策 落地 下周 应对
4662961031617347,关注双减政策（二） 抱歉，作者已设置仅展示半年内微博，此微博已不可见。,关注 双减 政策 抱歉 作者 设置 展示 半年 内微 博此 微博
4662960826091586,"科德教育(9.07 -4.93%,诊股)：“双减政策”对公司整体经营业绩影响较小！",科德 教育 诊股 双减 政策 公司 整体 经营 业绩 影响
4662960301802867,"教育培训行业的，至暗时刻真的来了，昨天“双减”政策出台，精准打击各类教培行业。

1.不得占用法定节假日、休息日和寒暑假补课;--光这一点就足以让80-90%培训机构挂掉。

2.不得提供和传播拍照搜题”等不良工具或方法;--小猿搜题/作业帮搜题APP凉凉。

3.严禁提供境外教育课程，严禁聘请境外外籍人士;--Vipkid和各类国外课程，卒。

4.学科类培训机构一律不得上市，上市公司不得从事学科类培训;--新东方/好未来等直接转型。

5.通过第三方托管、风险储备金等方式加强预收款监管;--大量靠预售款运作的中小机构，卒。

6.不再审批新的学科类校外培训机构已有机构转为非营利性机构;--堵死大门，不得新增。

7.线上学科类培训机构全面排查，重新按新标准从严审批。--从严审批，缩减存量。

8.教育培训不得在媒体打广告，也不得在学校变相发布广告。--封堵路径、减少传播。

最终，还有几家教培公司能活下来呢？我觉得挺难的#教育#转 收起d",教育 培训 行业 时刻 真的 昨天 双减 政策 出台 精准 打击 各类 教培 行业 占用 法定 节假日 休息日 寒暑假 补课 一点 足以 培训 机构 挂掉 提供 传播 拍照 搜题 不良 工具 方法 小猿 搜题 作业 搜题 凉凉 严禁 提供 境外 教育 课程 严禁 聘请 境外 外籍人士 各类 国外 课程 学科 培训 机构 一律 上市 上市公司 学科 培训 新东方 未来 转型 第三方 托管 风险 储备金 方式 预收款 监管 预售 运作 机构 审批 学科 校外 培训 机构 已有 机构 转为 非营利性 机构 堵死 大门 新增 线上 学科 培训 机构 排查 按新 标准 审批 审批 缩减 存量 教育 培训 媒体 打广告 学校 变相 发布 广告 封堵 路径 减少 传播 最终 几家 教培 公司 能活 挺难 教育
4662959810549487,半月谈：重磅“双减”政策，要点都在这里！ O半月谈：重磅“双减”政策，要点都在这里！,半月谈 重磅 双减 政策 要点 半月谈 重磅 双减 政策 要点
4662959073395979,"#瑞金##瑞金新闻#
【@瑞金人，事关所有学生！“双减”政策发布】
“双减”政策发布！全面压减作业总量和时长，全面规范校外培训行为。
严肃查处教师校外有偿补课行为，寒暑假不得组织学科类培训……
↓↓↓
O@瑞金人，事关所有学生！“双减”政策发布",瑞金 瑞金 新闻 瑞金 事关 学生 双减 政策 发布 双减 政策 发布 压减 作业 总量 时长 规范 校外 培训 严肃查处 教师 校外 有偿 补课 寒暑假 组织 学科 培训 瑞金 事关 学生 双减 政策 发布
4662958707966567,"周末有两大值得注意的消息。一是“双减”政策，二是上市公司捐款捐物情况。
部分A股上市公司已公开表示“双减”会对公司未来营收和利润产生重大不利影响，虽然“双减”政策对一部分上市公司是挑战，但同时对另一部分企业是机遇，如果把握得当，在行业内是可以后来居上的。
上市公司的捐助情况确实把一些公司的关注度带起来了，吸引了场内场外的注意力，关注度高了是好事，但关注度对上市公司的影响只是短期的，长远来看还是要靠产品和业绩说话。股市 收起d",周末 两大 值得注意 消息 一是 双减 政策 二是 上市公司 捐款捐物 情况 上市公司 公开 减会 公司 未来 营收 利润 不利 影响 双减 政策 一部分 上市公司 挑战 一部分 企业 机遇 把握 得当 行业 后来居上 上市公司 捐助 情况 确实 公司 关注度 吸引 场内 场外 注意力 关注度 好事 关注度 上市公司 影响 短期 长远 产品 业绩 说话 股市
4662958070698716,昆仑万维 sz300418 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,昆仑 万维 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662958045010358,科德教育 sz300192 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,科德 教育 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662958024558539,*ST豆神 sz300010 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,豆神 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662958019320208,汉威科技 sz300007 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,汉威 科技 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957981567716,龙佰集团 sz002601 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,龙佰 集团 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957956923795,得利斯 sz002330 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,得利 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957948541073,信立泰 sz002294 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,信立泰 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957911315444,新洋丰 sz000902 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,新洋 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957885621804,华媒控股 sz000607 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,华媒 控股 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957877756911,学大教育 sz000526 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,学大 教育 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662957809604801,职业教育 CECO 晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应，点击链接查看更多->O晚间公告热点追踪：“双减”政策影响几何？多家上市公司回应,职业 教育 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应 点击 链接 查看 晚间 公告 热点 追踪 双减 政策 影响 几何 多家 上市公司 回应
4662956628119913,"教育培训行业的，至暗时刻真的来了，昨天“双减”政策出台，精准打击各类教培行业。

1.不得占用法定节假日、休息日和寒暑假补课;--光这一点就足以让80-90%培训机构挂掉。

2.不得提供和传播拍照搜题”等不良工具或方法;--小猿搜题/作业帮搜题APP凉凉。

3.严禁提供境外教育课程，严禁聘请境外外籍人士;--Vipkid和各类国外课程，卒。

4.学科类培训机构一律不得上市，上市公司不得从事学科类培训;--新东方/好未来等直接转型。

5.通过第三方托管、风险储备金等方式加强预收款监管;--大量靠预售款运作的中小机构，卒。

6.不再审批新的学科类校外培训机构已有机构转为非营利性机构;--堵死大门，不得新增。

7.线上学科类培训机构全面排查，重新按新标准从严审批。--从严审批，缩减存量。

8.教育培训不得在媒体打广告，也不得在学校变相发布广告。--封堵路径、减少传播。

最终，还有几家教培公司能活下来呢？我觉得挺难的#教育#转 收起d",教育 培训 行业 时刻 真的 昨天 双减 政策 出台 精准 打击 各类 教培 行业 占用 法定 节假日 休息日 寒暑假 补课 一点 足以 培训 机构 挂掉 提供 传播 拍照 搜题 不良 工具 方法 小猿 搜题 作业 搜题 凉凉 严禁 提供 境外 教育 课程 严禁 聘请 境外 外籍人士 各类 国外 课程 学科 培训 机构 一律 上市 上市公司 学科 培训 新东方 未来 转型 第三方 托管 风险 储备金 方式 预收款 监管 预售 运作 机构 审批 学科 校外 培训 机构 已有 机构 转为 非营利性 机构 堵死 大门 新增 线上 学科 培训 机构 排查 按新 标准 审批 审批 缩减 存量 教育 培训 媒体 打广告 学校 变相 发布 广告 封堵 路径 减少 传播 最终 几家 教培 公司 能活 挺难 教育
4662956262165993,某些别有用心的人趁着国家双减政策的出台，在网络平台搞事情,别有用心 国家 双减 政策 出台 网络平台 事情
4662954677770514,"晚间重要公告汇总
【品大事】
学大教育回应“双减政策”影响:K12教育培训业务预计受影响
科德教育:“双减政策”对公司整体经营业绩影响较小
昂立教育:将进一步加大职业教育等领域拓展力度
豆神教育:“双减”政策将对营收、利润产生重大不利影响
华媒控股:“双减”政策不会对经营情况产生重大影响
勤上股份回应“双减政策”影响:龙文教育面临重大政策风险
远兴能源:拟收购并增资银根矿业
新洋丰:拟9794.92万元收购磷矿资产
龙佰集团:合资投建10万吨磷酸铁生产线
昆仑万维:参投公司Cytek在纳斯达克上市
三聚环保:巨涛公司不再纳入合并报表范围
格林美:子公司格林循环创业板上市申请获受理
金卡智能:7460万元转让龙湾农商银行3.01%股权
ST运盛:申请撤销其他风险警示
金发科技:将获宝来新材料51.09%股权 进入上游原材料行业
香雪制药:控股股东终止协议转让公司股份
泰胜风能:凯得投控拟受让公司5%股份 并成为公司控股股东
亚钾国际:拟调整重大资产重组方案 明日起停牌
中炬高新:拟向控股股东定增募资77.91亿元 扩产调味品
迈信林:就C919等航空零部件生产等业务达成战略合作

【观业绩】
锦鸡股份:上半年净利润预增10至12倍
豪悦护理:半年度净利润预降44%至49%

【签大单】
天际股份:获六氟磷酸锂长期订单
葛洲坝:近日签订多项重大合同

【做回购】
信立泰:拟1亿元至2亿元回购股份
中贝通信:完成股份回购 耗资4688万元 收起d",晚间 公告 汇总 学大 教育 回应 双减 政策 影响 教育 培训 业务 预计 影响 科德 教育 双减 政策 公司 整体 经营 业绩 影响 昂立 教育 进一步 加大 职业 教育 领域 拓展 力度 豆神 教育 双减 政策 营收 利润 不利 影响 华媒 控股 双减 政策 经营 情况 影响 勤上 股份 回应 双减 政策 影响 龙文 教育 面临 政策 风险 远兴 能源 收购 增资 银根 矿业 新洋 丰拟 万元 收购 磷矿 资产 龙佰 集团 合资 投建 万吨 磷酸 生产线 昆仑 万维 参投 公司 纳斯达克 上市 三聚 环保 巨涛 公司 纳入 合并 报表 格林 子公司 格林 循环 创业板 上市 申请 受理 金卡 智能 万元 转让 龙湾 农商 银行 股权 运盛 申请 撤销 风险 警示 金发 科技 获宝来 材料 股权 上游 原材料 行业 香雪 制药 控股 股东 终止 协议 转让 公司 股份 泰胜 风能 凯得 投控拟 受让 公司 股份 公司 控股 股东 亚钾 国际 调整 资产重组 方案 明日 停牌 中炬高新 拟向 控股 股东 定增 募资 亿元 扩产 调味品 迈信林 航空 零部件 生产 业务 达成 战略 合作 业绩 锦鸡 股份 上半年 净利润 增至 豪悦 护理 半年度 净利润 预降 签大单 天际 股份 获六 磷酸 长期 订单 葛洲坝 近日 签订 多项 合同 回购 信立 泰拟 亿元 亿元 回购 股份 中贝 通信 股份 回购 耗资 万元
4662954236582718,#双减政策# 【“双减政策”严禁教培机构资本化，A股K12教育概念股何去何从】中概教育股暴跌情绪会否传染至A股？政策对相关上市公司的影响有多大？第一财经记者注意到，目前，豆神教育（300010.SZ）、学大教育（000526.SZ）等A股上市公司均公告表示，“双减政策”将对业绩产生较大影响。O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从 收起d,双减 政策 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 中概 教育 暴跌 情绪 会否 传染 至股 政策 相关 上市公司 影响 第一 财经 记者 豆神 教育学 教育 上市公司 公告 双减 政策 业绩 较大 影响 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662954236058337,"【#“双减”政策落地：不得在节假日及寒暑假开展学科类校外培训#】

7月24日晚间，中共中央办公厅、国务院办公厅印发《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》，备受瞩目的“双减”政策终于落地。 L广东新闻联播的微博视频",双减 政策 落地 节假日 寒暑假 学科 校外 培训 晚间 中共中央办公厅 国务院办公厅 印发 进一步 减轻 义务教育 阶段 学生 作业负担 校外 培训 负担 意见 备受瞩目 双减 政策 终于 落地 广东 新闻联播 微博 视频
4662953359708563,【十大券商策略：重要会议前机构观点分歧 “掘金”科创仍是共识】财联社7月25日讯，周末教育“双减”及近期楼市调控政策触动市场神经，而未来将召开的政治局会议和美联储议息会议或存在超预期可能。本周机构多空观点较分歧，中信、华安、兴证等券商报告较为谨慎；而国君、海通、中信建投等机构较为乐观，一览如下。 O十大券商策略：重要会议前机构观点分歧 “掘金”科创仍是共识 收起d,十大 券商 策略 会议 机构 观点 分歧 掘金 科创 共识 联社 周末 教育 双减 近期 楼市 调控 政策 触动 市场 神经 未来 政治局 会议 美联储 议息 会议 预期 本周 机构 多空 观点 分歧 中信 华安 兴证 券商 报告 谨慎 国君 海通 中信 建投 机构 乐观 一览 十大 券商 策略 会议 机构 观点 分歧 掘金 科创 共识
4662951732052724,"#中国经济与政策# 猜想：房地产是未来重手治理的对象？
去年秋以来，从应对蚂蚁到滴滴等互联网+/电商大平台、到最近的“双减”/治理课外培训，到相对缺乏社会普遍关注的货币政策“全面降准”，诸多措施在力度/时机等方面都算得上颇为“出乎意料”。
其实，考虑到“三期叠加”影响深化 + 特朗普冲击（现可称为“中美关系冲击”）+ 新冠冲击，考虑到“我国发展面临的内外部风险空前上升“【《求是》2021/09】，这些“意料之外”，也算是情理之中。
十几年来，一直觉得中国经济社会多种问题的焦点是住宅房地产问题。但鉴于房地产对经济社会影响的广度深度，在“稳中求进”的指针下，整治房地产难免颇多掣肘。如今，国家治理有了不少新进展；处理蚂蚁、滴滴等积累了应对大资本的经验；今后一段时间，“双减”、整治课外培训在涉及千家万户+无数课外培训机构利益的政策举措方面，又将积累经验。这些进展和经验的积累，会不会为未来重手治理房地产打基础，在某种程度上成为其先导？ 收起d",中国 经济 政策 猜想 房地产 未来 重手 治理 对象 去年 应对 蚂蚁 滴滴 互联网 电商 平台 双减 治理 课外 培训 缺乏 社会 关注 货币政策 降准 诸多 措施 力度 时机 颇为 出乎意料 三期 叠加 影响 深化 特朗普 冲击 现可 称为 中美关系 冲击 新冠 冲击 我国 发展 面临 内外部 风险 空前 求是 意料之外 算是 情理之中 十几年来 中国 经济社会 多种 焦点 住宅 房地产 房地产 经济社会 影响 广度 深度 稳中求进 指针 整治 房地产 难免 掣肘 国家 治理 新进展 蚂蚁 滴滴 积累 应对 资本 经验 一段时间 双减 整治 课外 培训 涉及 千家万户 无数 课外 培训 机构 利益 政策 举措 积累 经验 进展 经验 积累 未来 重手 治理 房地产 打基础 某种程度 先导
4662951321015818,"【“双减政策”后A股K12教育概念股何去何从】业内分析人士指出，中概教育股股价崩塌的主要原因是，企业需要把义务教育阶段学科的业务板块剥离、拆分出来，并将其转变为非资本化且非营利性的业务，资金担忧个股基本面出现急转直下。
O“双减政策”严禁教培机构资本化，A股K12教育概念股何去何从",双减 政策 后股 教育 概念股 何去何从 业内 分析 人士 指出 中概 教育 股价 崩塌 原因 企业 义务教育 阶段 学科 业务 板块 剥离 拆分 资本化 非营利性 业务 资金 担忧 个股 基本面 急转直下 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662950599591662,"松鼠Ai坚决拥护党中央、国务院决策部署，深入贯彻党的十九大和十九届五中全会精神，深刻领会“双减”工作重要意义。

作为教育AI SaaS企业，松鼠Ai始终遵守相关法律法规，坚决拥护政策方针，坚持以助推教育信息化为己任，共建智慧教育生态。今后，松鼠Ai将始终坚持教育初心，坚持教育公益属性，继续助力教育信息化实现“立德树人”，积极探索用更先进的AI技术辅助教育，致力实现家长、学生的真正减负，努力为培养德智体美劳全面发展的社会主义事业建设者和接班人贡献一份力量。 收起d",松鼠 坚决拥护 党中央 国务院 决策 部署 贯彻 十九 十九 五中全会 精神 深刻领会 双减 工作 意义 教育 企业 松鼠 始终 遵守 相关 法律法规 坚决拥护 政策方针 助推 教育 信息化 己任 共建 智慧 教育 生态 松鼠 始终 教育 教育 公益 属性 助力 教育 信息化 立德 积极探索 先进 技术 辅助 教育 致力 家长 学生 减负 努力 培养 德智体美 发展 社会主义 事业 建设者 接班人 贡献 一份 力量
4662950327747349,【豆神教育：“双减”政策将对营收、利润产生重大不利影响】豆神教育(300010)7月25日晚回应“双减政策”影响：考虑到公司现有大语文学习服务业务收入占公司营业收入比例逐年增高，“双减”政策将对公司营业收入、利润产生重大不利影响。（e公司）,豆神 教育 双减 政策 营收 利润 不利 影响 豆神 教育 回应 双减 政策 影响 公司 现有 语文 学习 服务 业务收入 公司 营业 收入 比例 逐年 增高 双减 政策 公司 营业 收入 利润 不利 影响 公司
4662948721332454,"教育股突发重大利空，“双减”来了！

周末股市要闻汇总来了！

关键词：双减、碳中和、Mini LED、新能源、新东方。

1、“双减”政策落地，培训机构不得上市，不得占用假期。

2、人民币已成为第三大国际货币，超过日元、英镑。

3、涉案金额逾30亿，证监会通报中源家居等股价操纵案。

4、碳达峰碳中和“1+N”政策体系即将发布。

5、Mini LED市场爆发在即 相关公司迎来机构扎堆调研。

6、能源局发布《关于加快推动新型储能发展的指导意见》。

7、外盘综述：美股三大指数齐创新高，中概教育股暴跌，新东方跌54.22%！ 收起d",教育 突发 利空 双减 周末 股市 要闻 汇总 关键词 双减 新能源 新东方 双减 政策 落地 培训 机构 上市 占用 假期 人民币 第三 国际 货币 超过 日元 英镑 涉案 金额 证监会 通报 中源 家居 股价 操纵 案碳 达峰 政策 体系 发布 市场 爆发 相关 公司 迎来 机构 扎堆 调研 能源 发布 新型 储能 发展 指导 意见 外盘 综述 美股 三大 指数 创新 高中 教育 暴跌 新东方
4662947362111513,#双减政策#实施没有谁从中受益,双减 政策 实施 受益
4662945419888566,科德教育 sz300192 “双减政策”严禁教培机构资本化 A股K12教育概念股何去何从，点击链接查看更多->O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从,科德 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 更多 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662945361170544,勤上股份 sz002638 “双减政策”严禁教培机构资本化 A股K12教育概念股何去何从，点击链接查看更多->O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从,勤上 股份 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 更多 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662945264698450,学大教育 sz000526 “双减政策”严禁教培机构资本化 A股K12教育概念股何去何从，点击链接查看更多->O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从,学大 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 更多 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662945130743312,昂立教育 sh600661 “双减政策”严禁教培机构资本化 A股K12教育概念股何去何从，点击链接查看更多->O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从,昂立 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 更多 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662943977576457,科德教育：公司教育板块2020年实现归母净利润1.63亿元。其中K12课外培训实现归母净利润300.37万元，占净利润比例为1.84%，对公司整体经营业绩影响较小。公司将配合双减政策的落地，进一步合规经营，把这部分业务的影响减至最低。,科德 教育 公司 教育 板块 归母 净利润 亿元 课外 培训 归母 净利润 万元 净利润 比例 公司 整体 经营 业绩 影响 公司 配合 双减 政策 落地 进一步 合规 经营 这部分 业务 影响 减至 最低
4662943515676396,豆神教育：本次“双减”政策对学科培训机构性质、办学许可证、从业教师、教师资格证、培训时间、培训内容、培训形式、培训场地、培训价格、营销方式、融资方式等方面进行了严格的限制和规范，考虑到公司现有大语文学习服务业务收入占公司营业收入比例逐年增高，“双减”政策将对公司营业收入、利润产生重大不利影响。公司将认真分析研究“双减”政策，做好与监管机构以及政府部门的有效沟通和反馈，根据政策要求积极自查及整改。 收起d,豆神 教育 本次 双减 政策 学科 培训 机构 性质 办学 许可证 从业 教师 教师 资格证 培训 时间 培训 内容 培训 形式 培训 场地 培训 价格 营销 方式 融资 方式 规范 公司 现有 语文 学习 服务 业务收入 公司 营业 收入 比例 逐年 增高 双减 政策 公司 营业 收入 利润 不利 影响 公司 分析 研究 双减 政策 做好 监管 机构 政府部门 沟通 反馈 政策 自查 整改
4662942924541672,科德教育 sz300192 “双减政策”严禁教培机构资本化，A股K12教育概念股何去何从，点击链接查看更多->O网页链接,科德 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 网页 链接
4662942870017800,勤上股份 sz002638 “双减政策”严禁教培机构资本化，A股K12教育概念股何去何从，点击链接查看更多->O网页链接,勤上 股份 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 网页 链接
4662942769351550,学大教育 sz000526 “双减政策”严禁教培机构资本化，A股K12教育概念股何去何从，点击链接查看更多->O网页链接,学大 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 网页 链接
4662942618615829,昂立教育 sh600661 “双减政策”严禁教培机构资本化，A股K12教育概念股何去何从，点击链接查看更多->O网页链接,昂立 教育 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 网页 链接
4662941858923413,发布了头条文章：《【教育】深度剖析“双减”政策的影响》 O【教育】深度剖析“双减”政策的影响,发布 头条 文章 教育 深度 剖析 双减 政策 影响 教育 深度 剖析 双减 政策 影响
4662940840232316,好未来 TAL “双减政策”严禁教培机构资本化，A股K12教育概念股何去何从，点击链接查看更多->O“双减政策”严禁教培机构资本化 A股K12教育概念股何去何从,未来 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从 点击 链接 查看 更多 双减 政策 严禁 教培 机构 资本化 教育 概念股 何去何从
4662940165475881,"【压在中国孩子头上的三座大山：课外培训、游戏与直播打赏】

国家这次出手移除了课外培训这座大山，推出“双减”政策，现有的培训类机构统一登记为非营利性机构，不得上市融资，严禁资本运作。

有人担心，这些培训类机构会不会推出一对一家庭补课服务呢？相信国家一定会打击这类机构，如果是在职老师参与，也一定会得到处理。

其实家长们更担心的是另外两座大山：一是游戏，二是直播打赏。

玩游戏玩到家长如果没收手机，就威胁要跳楼的新闻不时可见，而游戏公司开发的游戏根本没有屏蔽小孩的功能，孩子只要有手机，就可以自由下载。

我记得刚把孩子从老家接过来时，有一天夜里，我起来上厕所，突然发现孩子快速从客厅跑进卧室，我以为他也是上厕所，但是觉得不对，于是跑到客厅一看，发现手机（手机比较多）开着，游戏页面都没有关闭。

小孩玩游戏竟然入迷到如此程度，不惜牺牲睡觉时间，也要起来玩游戏，后来我设置好了密码，但是学校时不时会通过手机发布作业，批发作业，广播收费消息等。手机在小孩手上，总不能时时监督，防不胜防。

如果游戏公司开启一个功能，可能屏蔽游戏功能，何至如此！但是所有的游戏公司都不开发这个功能，因为，他们就是希望小孩也参与进来，然后充值。

不是有人说，腾训公司的命一半是全国小学生给的吗？可见危害之严重！

直播打赏，现在短视频流行，一如游戏，一旦看上，就甩不脱手，深陷其中，而不少游戏主播就引诱小孩打赏，时不时看见小孩将父母的钱全部打赏给主播的新闻。难道是小孩愿意的吗？是主播引诱的！

解决的办法，也是短视频公司应该开发小孩模式，可以随时锁住，不得使用。可惜得很，原来有些公司有这个功能，现在貌似都取消了！

它们就是希望小孩也用它们的app，以增加他们的会员总量。

总之，课外培训减负，如果不打击一对一培训，恐怕有些机构会开发出新的培训模式，专门将机构内的老师像保洁员一样派到家庭当中，搞一对一培训，家长们也一看你搞了，那我也搞，一个机构如果有1000名老师，然后全国连锁，也是相当恐怖，不要低估资本的下限。

严禁课外培训、游戏与直播对孩子的污染，任重道远。 收起d",压在 中国 孩子 头上 三座大山 课外 培训 游戏 直播 打赏 国家 出手 课外 培训 这座 大山 推出 双减 政策 现有 培训 机构 统一 登记 非营利性 机构 上市 融资 严禁 资本运作 有人 担心 培训 机构 推出 一对一 家庭 补课 服务 国家 打击 机构 在职 老师 参与 家长 担心 两座 大山 一是 游戏 二是 直播 赏玩 游戏 家长 没收 手机 威胁 跳楼 新闻 游戏 公司 开发 游戏 屏蔽 小孩 功能 孩子 手机 自由 下载 记得 孩子 老家 接过 来时 夜里 厕所 发现 孩子 快速 客厅 卧室 厕所 客厅 一看 发现 手机 手机 多开 游戏 页面 关闭 小孩 玩游戏 入迷 程度 不惜牺牲 睡觉时间 玩游戏 设置 密码 学校 时不时 手机 发布 作业 批发 作业 广播 收费 消息 手机 小孩 手上 时时 监督 防不胜防 游戏 公司 开启 功能 屏蔽 游戏 功能 何至 游戏 公司 开发 功能 希望 小孩 参与 充值 有人 说腾训 公司 一半 全国 小学生 危害 直播 打赏 视频 流行 一如 游戏 看上 脱手 深陷 游戏 主播 引诱 小孩 打赏 时不时 小孩 父母 全部打 赏给 主播 新闻 小孩 主播 引诱 解决 办法 视频 公司 开发 小孩 模式 锁住 可惜 公司 功能 貌似 取消 希望 小孩 增加 会员 总量 课外 培训 减负 打击 一对一 培训 机构 开发 出新 培训 模式 机构 老师 保洁员 家庭 一对一 培训 家长 机构 有名 老师 全国 连锁 恐怖 低估 资本 下限 严禁 课外 培训 游戏 直播 孩子 污染 任重道远
4662940148700359,【科技周报：科技互联网企业驰援河南汛灾；国家“双减”政策正式发布】鞭牛士以周报形式盘点一周内发生的重要事件，内容涵盖国际、国内科技互联网，为科技行业从业者、用户传递行业信息。O科技周报：科技互联网企业驰援河南汛灾；国家“双减”政策正式发布 O科技周报：科技互联网企业驰援河南汛灾；国家“双减”政策正式发布,科技 周报 科技 互联网 企业 驰援 河南 汛灾 国家 双减 政策 正式 发布 鞭牛士 周报 形式 盘点 一周 发生 事件 内容 涵盖 国际 国内 科技 互联网 科技 行业 从业者 用户 传递 行业 信息 科技 周报 科技 互联网 企业 驰援 河南 汛灾 国家 双减 政策 正式 发布 科技 周报 科技 互联网 企业 驰援 河南 汛灾 国家 双减 政策 正式 发布
