id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4786508551424564,LAitV5YAQ,2864599682,全球头条焦点,#郑志刚讲好中国故事##郑志刚打造香港文化新地标#香港回归祖国25周年之际，@Adrian郑志刚鼓励创新，重视传承中国文化，希望创建一种可持续的方式去培养新一代的中国工匠，使传统工艺得以薪火相传。而郑志刚独创的“艺文商社”发展模式，将艺术、人文、自然元素相结合，也为青少年带来更多的灵感与启发，值得赞扬。#祝福香港祝福祖国#L全球头条焦点的微博视频,,,Adrian郑志刚,"郑志刚讲好中国故事,郑志刚打造香港文化新地标,祝福香港祝福祖国",836,572,1090,2022-07-01 19:47,微博视频号,,"http://f.video.weibocdn.com/u0/7IrdPpxugx07XhvMBesM01041200dm3M0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636240&ssig=TCY6J1buH%2F&KID=unistore,video",
4786071521201924,LA77252FS,2575101417,周至法院,【#太平山顶奶茶店里都是国旗#】近日，香港三大地标之一的太平山顶，一家网红奶茶店内挂满了国旗和香港特别行政区区旗。登山观景的市民高喊“祝福祖国国泰民安，繁荣昌盛”，共同庆祝香港回归25周年。香港有着深厚的喝奶茶文化，据悉#700万香港市民一年要喝10亿杯奶茶#，鸳鸯奶茶更是香港市民的最爱。#香港回归祖国25周年#L沸点视频的微博视频,,,,"太平山顶奶茶店里都是国旗,700万香港市民一年要喝10亿杯奶茶,香港回归祖国25周年",0,0,0,2022-06-30 14:50,微博视频号,,"http://f.video.weibocdn.com/o0/dk7oY81Ilx07XfgDrZpK01041200d58H0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636239&ssig=QWed9RrRF4&KID=unistore,video",
4786539425435719,LAjhImO4T,1988806605,涛李不言下自成蹊,晚饭后，偌大的朝阳公园，被身穿跑步服的靓哥和瑜伽服的美女充斥着，这才是该有的青春气息，新发起的运动飞盘，确实吸引了很多美女参与者。朝阳公园夜跑步7公里，2022累计跑步596公里。今天是建党101周年，香港回归25周年纪念，祝愿伟大的祖国繁荣昌盛，股市长牛。,,,,,0,0,0,2022-07-01 21:49,微博网页版,,,
4786539407611018,LAjhGvVYm,6761843727,意难平bot--,#香港回归祖国25周年#他想等到1997.7.1再去一次香港，但他没能等来这一天，只差五个月而已【出处:《我的父亲希贤》】,,,,香港回归祖国25周年,17,9,192,2022-07-01 21:49,🍓iPhone客户端,,,
4786539396073529,LAjhFpu09,5752434511,正和滋补堂苏慧,🇭🇰香港回归25周年祝愿紫荆花明天更好。今天我看到这个画报的时也感触颇深，期待宝岛台湾早日回到祖国怀抱。,,林芝·察隅,,,0,0,0,2022-07-01 21:49,,['https://wx2.sinaimg.cn/large/006hiCZNgy1h3rrju6e3ij31400u0gyu.jpg'],,
4786508433460206,LAitJew9M,5330084470,呼和浩特广播电视台,独家视频丨习近平出席庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼O独家视频丨习近平出席庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼,,,,,0,0,0,2022-07-01 19:46,Android,,,
4786508420092451,LAitI0o39,5330084470,呼和浩特广播电视台,独家视频丨庆祝香港回归祖国25周年大会举行现场奏唱国歌O独家视频丨庆祝香港回归祖国25周年大会举行现场奏唱国歌,,,,,0,0,0,2022-07-01 19:46,Android,,,
4786539354132536,LAjhBhl3O,3122064391,重庆市场监管,【#内地58个城市可坐高铁直达香港#】#总得坐高铁去一次香港吧#2018年9月23日，广深港高铁香港段通车。高铁目前已将香港与内地58个城市直接连通，14分钟就能到达深圳，48分钟就能到达广州，香港与内地经贸、社会、民众的距离都被拉得更近。#庆祝香港回归祖国25周年文艺晚会##维多利亚港烟花##1997年7月1日0时0分0秒#L央视网快看的微博视频,,,,"内地58个城市可坐高铁直达香港,总得坐高铁去一次香港吧,庆祝香港回归祖国25周年文艺晚会,维多利亚港 烟花,1997年7月1日0时0分0秒",0,0,2,2022-07-01 21:49,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/JKGHZgh0lx07Xh8p55C801041201ke5X0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636240&ssig=bxpl4yQEXb&KID=unistore,video",
4786569312995227,LAk3Vczc7,2626472803,网信白银,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 23:48,微博 weibo.com,,,
4786569284422436,LAk3SiytC,3585793804,叙州之窗,【习近平在庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼上的讲话（全文）】新华社香港7月1日电在庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼上的讲话　　（2022年7月1日）　　习近平同胞们，朋友们：　　今天，我们在这里隆重集会，庆祝香港回归祖国25周年，举行香港特别行政区第六届政府就职典礼。　　首先，我向全体香港居民，致以诚挚的问候！向新就任的香港特别行政区第六任行政长官李家超先生，向香港特别行政区第六届政府主要官员、行政会议成员，表示热烈的祝贺！向支持“一国两制”事业、支持香港繁荣稳定的海内外同胞和国际友人，表示衷心的感谢！　　中华民族五千多年的文明史，记载着华夏先民在岭南这片土地上的辛勤耕作。鸦片战争以后的中国近代史，记载着香港被迫割让的屈辱，更记载着中华儿女救亡图存的抗争。中国共产党团结带领人民进行的波澜壮阔的百年奋斗史，记载着香港同胞作出的独特而重要的贡献。有史以来，香港同胞始终同祖国风雨同舟、血脉相连。　　香港回归祖国，开启了香港历史新纪元。25年来，在祖国全力支持下，在香港特别行政区政府和社会各界共同努力下，“一国两制”实践在香港取得举世公认的成功。　　——回归祖国后，香港在国家改革开放的壮阔洪流中，敢为天下先，敢做弄潮儿，发挥连接祖国内地同世界各地的重要桥梁和窗口作用，为祖国创造经济长期平稳快速发展的奇迹作出了不可替代的贡献。香港积极融入国家发展大局、对接国家发展战略，继续保持高度自由开放、同国际规则顺畅衔接的优势，在构建我国更大范围、更宽领域、更深层次对外开放新格局中发挥着重要功能。香港同内地交流合作领域全面拓展、机制不断完善，香港同胞创业建功的舞台越来越宽广。　　——回归祖国后，香港战胜各种风雨挑战，稳步前行。无论是国际金融危机、新冠肺炎疫情，还是一些剧烈的社会动荡，都没有阻挡住香港行进的脚步。25年来，香港经济蓬勃发展，国际金融、航运、贸易中心地位稳固，创新科技产业迅速兴起，自由开放雄冠全球，营商环境世界一流，包括普通法在内的原有法律得到保持和发展，各项社会事业全面进步，社会大局总体稳定。香港作为国际大都会的勃勃生机令世界为之赞叹。　　——回归祖国后，香港同胞实现当家作主，实行“港人治港”、高度自治，香港真正的民主由此开启。25年来，以宪法和基本法为基础的特别行政区宪制秩序稳健运行，中央全面管治权得到落实，特别行政区高度自治权正确行使。制定香港国安法，建立在香港特别行政区维护国家安全的制度规范，修改完善香港选举制度，确保了“爱国者治港”原则得到落实。香港特别行政区的民主制度符合“一国两制”方针，符合香港宪制地位，有利于维护香港居民民主权利，有利于保持香港繁荣稳定，展现出光明的前景。　　同胞们、朋友们！　　“一国两制”是前无古人的伟大创举。“一国两制”的根本宗旨是维护国家主权、安全、发展利益，保持香港、澳门长期繁荣稳定。中央政府所做的一切，都是为了国家好，为了香港、澳门好，为了港澳同胞好。在庆祝香港回归祖国20周年大会上，我曾经讲过，中央贯彻“一国两制”方针坚持两点，一是坚定不移，确保不会变、不动摇；二是全面准确，确保不走样、不变形。今天，我要再次强调，“一国两制”是经过实践反复检验了的，符合国家、民族根本利益，符合香港、澳门根本利益，得到14亿多祖国人民鼎力支持，得到香港、澳门居民一致拥护，也得到国际社会普遍赞同。这样的好制度，没有任何理由改变，必须长期坚持！　　同胞们、朋友们！　　温故知新，鉴往知来。“一国两制”在香港的丰富实践给我们留下很多宝贵经验，也留下不少深刻启示。25年的实践告诉我们，只有深刻理解和准确把握“一国两制”的实践规律，才能确保“一国两制”事业始终朝着正确的方向行稳致远。　　第一，必须全面准确贯彻“一国两制”方针。“一国两制”方针是一个完整的体系。维护国家主权、安全、发展利益是“一国两制”方针的最高原则，在这个前提下，香港、澳门保持原有的资本主义制度长期不变，享有高度自治权。社会主义制度是中华人民共和国的根本制度，中国共产党领导是中国特色社会主义最本质的特征，特别行政区所有居民应该自觉尊重和维护国家的根本制度。全面准确贯彻“一国两制”方针将为香港、澳门创造无限广阔的发展空间。“一国”原则愈坚固，“两制”优势愈彰显。　　第二，必须坚持中央全面管治权和保障特别行政区高度自治权相统一。香港回归祖国，重新纳入国家治理体系，建立起以“一国两制”方针为根本遵循的特别行政区宪制秩序。中央政府对特别行政区拥有全面管治权，这是特别行政区高度自治权的源头，同时中央充分尊重和坚定维护特别行政区依法享有的高度自治权。落实中央全面管治权和保障特别行政区高度自治权是统一衔接的，也只有做到这一点，才能够把特别行政区治理好。特别行政区坚持实行行政主导体制，行政、立法、司法机关依照基本法和相关法律履行职责，行政机关和立法机关既互相制衡又互相配合，司法机关依法独立行使审判权。　　第三，必须落实“爱国者治港”。政权必须掌握在爱国者手中，这是世界通行的政治法则。世界上没有一个国家、一个地区的人民会允许不爱国甚至卖国、叛国的势力和人物掌握政权。把香港特别行政区管治权牢牢掌握在爱国者手中，这是保证香港长治久安的必然要求，任何时候都不能动摇。守护好管治权，就是守护香港繁荣稳定，守护七百多万香港居民的切身利益。　　第四，必须保持香港的独特地位和优势。中央处理香港事务，从来都从战略和全局高度加以考量，从来都以国家和香港的根本利益、长远利益为出发点和落脚点。香港的根本利益同国家的根本利益是一致的，中央政府的心同香港同胞的心也是完全连通的。背靠祖国、联通世界，这是香港得天独厚的显著优势，香港居民很珍视，中央同样很珍视。中央政府完全支持香港长期保持独特地位和优势，巩固国际金融、航运、贸易中心地位，维护自由开放规范的营商环境，保持普通法制度，拓展畅通便捷的国际联系。中央相信，在全面建设社会主义现代化国家、实现中华民族伟大复兴的历史进程中，香港必将作出重大贡献。　　同胞们、朋友们！　　在中国人民和中华民族迎来从站起来、富起来到强起来的伟大飞跃中，香港同胞从未缺席。当前，香港正处在从由乱到治走向由治及兴的新阶段，未来5年是香港开创新局面、实现新飞跃的关键期。机遇和挑战并存，机遇大于挑战。中央政府和香港社会各界人士对新一届特别行政区政府寄予厚望，全国各族人民对香港满怀祝福。在这里，我提出4点希望。　　第一，着力提高治理水平。完善治理体系、提高治理能力、增强治理效能，是把香港特别行政区建设好、发展好的迫切需要。行政长官和特别行政区政府是香港的当家人，也是治理香港的第一责任人。要忠实履行誓言，以实际行动贯彻“一国两制”方针，维护基本法权威，为香港特别行政区竭诚奉献。要按照德才兼备的标准选贤任能，广泛吸纳爱国爱港立场坚定、管治能力突出、热心服务公众的优秀人才进入政府。要提升国家观念和国际视野，从大局和长远需要出发积极谋划香港发展。要转变治理理念，把握好政府和市场的关系，把有为政府同高效市场更好结合起来。要加强政府管理，改进政府作风，树立敢于担当、善作善成新风尚，展现良政善治新气象。　　第二，不断增强发展动能。香港地位特殊，条件优良，发展空间十分广阔。中央全力支持香港抓住国家发展带来的历史机遇，主动对接“十四五”规划、粤港澳大湾区建设和“一带一路”高质量发展等国家战略。中央全力支持香港同世界各地展开更广泛、更紧密的交流合作，吸引满怀梦想的创业者来此施展抱负。中央全力支持香港积极稳妥推进改革，破除利益固化藩篱，充分释放香港社会蕴藏的巨大创造力和发展活力。　　第三，切实排解民生忧难。“享天下之利者，任天下之患；居天下之乐者，同天下之忧。”我说过，人民对美好生活的向往，就是我们的奋斗目标。当前，香港最大的民心，就是盼望生活变得更好，盼望房子住得更宽敞一些、创业的机会更多一些、孩子的教育更好一些、年纪大了得到的照顾更好一些。民有所呼，我有所应。新一届特别行政区政府要务实有为、不负人民，把全社会特别是普通市民的期盼作为施政的最大追求，拿出更果敢的魄力、更有效的举措破难而进，让发展成果更多更公平惠及全体市民，让每位市民都坚信，只要辛勤工作，就完全能够改变自己和家人的生活。　　第四，共同维护和谐稳定。香港是全体居民的共同家园，家和万事兴。经历了风风雨雨，大家痛感香港不能乱也乱不起，更深感香港发展不能再耽搁，要排除一切干扰聚精会神谋发展。香港居民，不管从事什么职业、信奉什么理念，只要真心拥护“一国两制”方针，只要热爱香港这个家园，只要遵守基本法和特别行政区法律，都是建设香港的积极力量，都可以出一份力、作一份贡献。希望全体香港同胞大力弘扬以爱国爱港为核心、同“一国两制”方针相适应的主流价值观，继续发扬包容共济、求同存异、自强不息、善拼敢赢的优良传统，共同创造更加美好的生活。　　我们还要特别关心关爱青年人。青年兴，则香港兴；青年发展，则香港发展；青年有未来，则香港有未来。要引领青少年深刻认识国家和世界发展大势，增强民族自豪感和主人翁意识。要帮助广大青年解决学业、就业、创业、置业面临的实际困难，为他们成长成才创造更多机会。我们殷切希望，每一个香港青年都投身到建设美好香港的行列中来，用火热的青春书写精彩的人生。　　同胞们、朋友们！　　“愿将黄鹤翅，一借飞云空。”中华民族伟大复兴已经进入不可逆转的历史进程。推进“一国两制”在香港的成功实践是这一历史进程的重要组成部分。我们坚信，有伟大祖国的坚定支持，有“一国两制”方针的坚实保障，在实现我国第二个百年奋斗目标的新征程上，香港一定能够创造更大辉煌，一定能够同祖国人民一道共享中华民族伟大复兴的荣光！,,,,,0,0,1,2022-07-01 23:48,Android,['https://wx1.sinaimg.cn/large/d5badf0cgy1h3rv01l27rj20j60j6acc.jpg'],,
4786569284162612,LAk3ShsSU,2743109143,特蕾茜Tracy,后台其他人好像有点奇怪为啥有人走个过道还有机器跟着#庆祝香港回归祖国25周年文艺晚会##刘德华谢霆锋陈伟霆唱中国人#L特蕾茜Tracy的微博视频,,,,"庆祝香港回归祖国25周年文艺晚会,刘德华谢霆锋陈伟霆唱中国人",10,11,150,2022-07-01 23:48,陈伟霆超话,,"http://f.video.weibocdn.com/u0/ACG0wLjfgx07XhMnpNQY01041200bTQ00E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636241&ssig=%2BmeD6n35Nn&KID=unistore,video",
4786569234615837,LAk3NjmMZ,1873557284,恰好是青年,香港回归25年。这座城市似乎离我很远了。遥想在深圳的那些年，其实内心对HK有种特殊感情。那些年，没有疫情，更没有黄丝和黑暴。得益于深港e道，可以无限次自助通关，下班过去都是常事，尖沙咀、铜锣湾、中环、东涌甚至上水、元朗、天水围都留下很多足迹，无论年龄长幼，多数香港人都礼貌而热情。回不去的那些年了，盼东方之珠冲破迷雾，闪耀香江，伴随青春记忆的一座城永远年青。#香港回归祖国25周年#,,,,香港回归祖国25周年,0,2,0,2022-07-01 23:48,华为Mate40保时捷设计,"['https://wx2.sinaimg.cn/large/6fac3724gy1h3ruypz44aj20w01u0nbl.jpg', 'https://wx4.sinaimg.cn/large/6fac3724gy1h3ruyqho7kj20w01u0qme.jpg', 'https://wx4.sinaimg.cn/large/6fac3724gy1h3ruyr210rj20w01u0qfz.jpg', 'https://wx1.sinaimg.cn/large/6fac3724gy1h3ruysc9iuj20w01u0qid.jpg', 'https://wx3.sinaimg.cn/large/6fac3724gy1h3ruyrqn9aj20w01u0n7k.jpg', 'https://wx4.sinaimg.cn/large/6fac3724gy1h3ruysxr9mj20w01u0178.jpg', 'https://wx4.sinaimg.cn/large/6fac3724gy1h3ruytmiejj20w01u0drb.jpg', 'https://wx2.sinaimg.cn/large/6fac3724gy1h3ruyu8xjij20w01u0n5f.jpg']",,
4786569216525761,LAk3LrnEd,1676551952,阿呆聊健康,#全民K歌#《传奇》-#一首经典粤语歌曲王菲#唱响香港回归祖国25周年#爱在不远地方等我#神仙翻唱合集#花式改编#全民创作营三期O网页链接（来自@全民K歌）,,,全民K歌,"全民K歌,一首经典粤语歌曲王菲 ,爱在不远地方等我 ,花式改编 ",0,0,0,2022-07-01 23:48,全民K歌,['https://wx2.sinaimg.cn/large/63ee2710gy1h3ruzpswlij208c08cmx0.jpg'],,
4786071521462523,LA77268t5,2336569730,舟山网官方微博,香港回归祖国25周年特别报道O网页链接,,,,,0,0,0,2022-06-30 14:50,微博网页版,,,
4786493384560764,LAi5sj8sI,6099007903,藏在云层里的月亮Q,王一博#和王一博一起分享香港印象#wyb#25岁的王一博祝福香港回归25周年#浅水湾荡呀荡海风吹……第一句就被抓住了，好温柔好温暖…歌词很美，歌声很美！一博用他最温柔的歌声把美好的生活向大家娓娓道来让我们用美好之心致敬我们的祖国，愿我们的香港越来越好L新华网的微博视频,,,,"和王一博一起分享香港印象,25岁的王一博祝福香港回归25周年",0,99,16,2022-07-01 18:46,王一博超话,,"http://f.video.weibocdn.com/o0/Hf2BvI2Klx07XfQSLb0c01041202zlwZ0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=xABW69Xt2w&KID=unistore,video",
4786009931258491,LA5vH5hof,5724681072,冷水滩公安,【#香港小朋友表白祖国祝福香港#】“我和我的祖国永远都不分开。”“我们都有一个家，名字叫中国！”#香港回归祖国25周年#之际，香港的萌娃们表白祖国，祝福香港↓↓明天会更好！L央视新闻的微博视频,,,,"香港小朋友表白祖国祝福香港,香港回归祖国25周年",0,0,0,2022-06-30 10:45,微博视频号,,"http://f.video.weibocdn.com/o0/zYNdZG6Glx07Xf9U0Cm401041200uTwE0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=QuTWWqw0x%2B&KID=unistore,video",
4786071512027469,LA7718vr7,1668928944,云南信息报,【超好听！这段#紫荆花盛开MV#，满满都是家的爱】“紫荆花飘扬，飞向避风的海港”“心中的紫荆花，凭爱开花，同处一家”……@央视新闻邀#梁咏琪李荣浩共唱紫荆花盛开#↓让我们晴雨相拥，相守相望，看那骄傲的枝丫，春暖后又开花！#香港回归祖国25周年#之际，传递，一起祝福香港，明天会更好！@梁詠琪@李荣浩L央视新闻的微博视频,,,"央视新闻,梁詠琪,李荣浩","紫荆花盛开MV,梁咏琪李荣浩共唱紫荆花盛开,香港回归祖国25周年",0,0,0,2022-06-30 14:50,iPhone客户端,,"http://f.video.weibocdn.com/o0/xij5kTLOlx07XfJYUngI01041202kC6X0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636235&ssig=bel6oz4YQu&KID=unistore,video",
4786071496560337,LA76ZrwDT,6054450374,广东台触电新闻,【#霍启刚称年轻人要思考如何感恩祖国#】今年是#香港回归25周年#的重要日子，“砥砺奋进廿五载，携手再上新征程”不仅凝炼着香港在过去四分之一世纪以来取得的骄人成就，更寄托着我们对更美好将来的热切期待和信心。立法会议员霍启刚接受专访表示：祖国助力香港发展，年轻人也要思考如何感恩。O网页链接L广东台触电新闻的微博视频,,,,"霍启刚称年轻人要思考如何感恩祖国,香港回归25周年",6,0,52,2022-06-30 14:50,微博视频号,,"http://f.video.weibocdn.com/o0/Xgt51AFClx07XfAw19QI01041201qHmI0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=XmCiM77hH%2B&KID=unistore,video",
4786493375122996,LAi5rluIY,1745842177,郭洋子Yoko,慶祝香港回歸祖國25週年。💐特殊时刻，有幸参与，与有荣焉。,,,,,9,49,246,2022-07-01 18:46,iPhone 13 Pro Max,"['https://wx4.sinaimg.cn/large/680f7001gy1h3rm82z822j21po0yitkc.jpg', 'https://wx2.sinaimg.cn/large/680f7001gy1h3rm865jptj21qv0zodqw.jpg', 'https://wx2.sinaimg.cn/large/680f7001gy1h3rm8glmixj21qo0zo7wh.jpg', 'https://wx4.sinaimg.cn/large/680f7001gy1h3rma70c3ij21qy0zo4dm.jpg', 'https://wx2.sinaimg.cn/large/680f7001gy1h3rm8j8r8gj21qq0zonac.jpg', 'https://wx1.sinaimg.cn/large/680f7001gy1h3rm92efy2j21qg0z84qp.jpg', 'https://wx4.sinaimg.cn/large/680f7001gy1h3rm9bzqbzj20xt0ivdkq.jpg', 'https://wx3.sinaimg.cn/large/680f7001gy1h3rm9gnmekj20zi0tmqap.jpg', 'https://wx3.sinaimg.cn/large/680f7001gy1h3rm9pp4k6j21hc0u0k8m.jpg']",,
4786493371192957,LAi5r50lf,5777135741,金钩疙瘩搂,中共中央总书记、国家主席、中央军委主席习近平圆满结束在香港的各项活动，1日中午乘专列离开香港。高铁西九龙站内，香港各界代表和少年儿童挥动手中的国旗、特别行政区区旗和鲜花，热烈欢送习近平。大家唱起了《我和我的祖国》《东方之珠》等歌曲，场面热烈温馨。习近平和夫人彭丽媛向欢送队伍挥手道别。#香港回归祖国25周年#L金钩疙瘩搂的微博视频,,,,香港回归祖国25周年,2,0,5,2022-07-01 18:46,微博视频号,,"http://f.video.weibocdn.com/o0/kGAor6QJlx07XhrDh6Kk0104120885Yu0E030.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=YHVXSgc6Rl&KID=unistore,video",
4786009927322070,LA5vGuINU,3639829653,寒亭-检察,【#香港回归25周年纪念曲祝福#】“送你送你，祝福永不断；轻轻地飘，寻觅无边路远；借那鸟语，路上细添温暖；拜托清风，奉上衷心，祝福千串。”一首#周深粤语演唱祝福#，献礼#香港回归祖国25年#。祝福祖国，祝福香港！L人民日报的微博视频,,,,"香港回归25周年纪念曲祝福,周深粤语演唱祝福,香港回归祖国25年",0,4,1,2022-06-30 10:45,微博视频号,,"http://f.video.weibocdn.com/o0/Hu3evusWlx07Xetkocwo010412033Vu50E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=TREtPyohmv&KID=unistore,video",
4786009915787067,LA5vFohtN,2895759815,今日灼见,#97年学长讲高数走红被称招生代言人##庆祝香港回归祖国25年#明天就是香港回归祖国25周年的日子，我建议让这位97年学长走进庆祝香港回归25周年庆典，见证香港回归祖国25周年来，祖国发生的翻天覆地变化和日新月异的气象。#v光计划#L大米Video的微博视频,,,,"97年学长讲高数走红被称招生代言人,庆祝香港回归祖国25年,v光计划",0,1,0,2022-06-30 10:45,微博视频号,,"http://f.video.weibocdn.com/o0/4gN3rYh4lx07Xf9Le2Iw01041200zKDr0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=grrrkzpcQI&KID=unistore,video",
4786071470866837,LA76X3Dvf,6402541931,安康环境,【正在直播：#庆祝香港回归25周年特别节目#】7月1日，#香港回归祖国25年#纪念日。中共中央总书记、国家主席、中央军委主席习近平将出席庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼。《庆祝香港回归祖国25周年特别节目》正在播出↓↓一起祝福香港！人民日报的微博直播,,,,"庆祝香港回归25周年特别节目,香港回归祖国25年",0,0,0,2022-06-30 14:50,Redmi K40 Pro+,,,
4786071394584984,LA76PjeLm,5558584537,颍上检察,【#香港回归25周年纪念曲祝福#】“送你送你，祝福永不断；轻轻地飘，寻觅无边路远；借那鸟语，路上细添温暖；拜托清风，奉上衷心，祝福千串。”一首#周深粤语演唱祝福#，献礼#香港回归祖国25年#。祝福祖国，祝福香港！@人民日报L人民日报的微博视频,,,人民日报,"香港回归25周年纪念曲祝福,周深粤语演唱祝福,香港回归祖国25年",0,0,0,2022-06-30 14:50,微博视频号,,"http://f.video.weibocdn.com/o0/Hu3evusWlx07Xetkocwo010412033Vu50E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=TREtPyohmv&KID=unistore,video",
4786493254799788,LAi5fk8DW,2499028995,华北水利水电大学,#华水微分享#【#香港特区第六届政府主要官员宣誓就职#】。庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼在香港会展中心举行。习近平监誓，香港特别行政区第六届政府主要官员在李家超带领下宣誓就职。#东方之珠#L人民日报的微博视频,,,,"华水微分享,香港特区第六届政府主要官员宣誓就职,东方之珠",4,0,5,2022-07-01 18:46,微博视频号,,"http://f.video.weibocdn.com/o0/fXVZR8mElx07XgUoxLU401041200iT9h0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=3Hmyu73gX6&KID=unistore,video",
4786493228320895,LAi5cyUDZ,6572654129,香港警察,【回归25周年•警队坚守岗位竭诚守护】香港回归祖国25周年，国家主席习近平及夫人彭丽媛于昨日（6月30）来港会见各界人士及进行视察交流，并于今天（7月1日）出席庆祝香港回归祖国25周年大会暨香港特区第六届政府就职典礼。其间，警务处处长萧泽颐及一众管理人员出外探访各区正在当值或候命的正规及文职人员、辅警人员、特务警察及义工，感谢大家坚守岗位，履行职责，确保相关的庆典活动能够安全稳妥地进行，让社会各界共同见证历史重要时刻。#香港回归祖国25周年##砥砺奋进廿五载##携手再上新征程##香港警察##HongKongPolice#,,,,"香港回归祖国25周年,砥砺奋进廿五载,携手再上新征程,香港警察,HongKongPolice",45,0,1241,2022-07-01 18:46,微博 weibo.com,"['https://wx4.sinaimg.cn/large/007aObAtgy1h3rm90jbr9j315k0os40m.jpg', 'https://wx2.sinaimg.cn/large/007aObAtgy1h3rm90eb9ej30sg0iywgr.jpg', 'https://wx3.sinaimg.cn/large/007aObAtgy1h3rm90yp1cj314t0u0n6j.jpg', 'https://wx4.sinaimg.cn/large/007aObAtgy1h3rm90ru4ij318g0tnjwe.jpg', 'https://wx1.sinaimg.cn/large/007aObAtgy1h3rm90j8a8j318g0tm41r.jpg', 'https://wx4.sinaimg.cn/large/007aObAtgy1h3rm90wjqnj31400u0gr0.jpg', 'https://wx3.sinaimg.cn/large/007aObAtgy1h3rm911j6mj30sg0k30vj.jpg', 'https://wx1.sinaimg.cn/large/007aObAtgy1h3rm91d5rkj31400u0dmh.jpg']",,
4786009893506115,LA5vDeI6f,2884913132,玄武发布,【#香港同胞对祖国的贡献习主席如数家珍#】“梁振英先生1978年就到深圳、上海等地免费举办西方土地经济管理制度的讲座”，“梁定邦先生、史美伦女士帮助创建证券市场有关的监管制度，只拿‘一元人民币’的象征性年薪”……对于香港同胞为祖国发展做出的贡献，习近平主席记得十分清楚。殷殷嘱托，深深期许，传递着习主席对香港一如既往的亲切关怀和坚定支持。#香港牵动习主席的心##香港回归祖国25周年#L央视新闻的微博视频,,,,"香港同胞对祖国的贡献习主席如数家珍,香港牵动习主席的心,香港回归祖国25周年",0,0,0,2022-06-30 10:45,微博视频号,,"http://f.video.weibocdn.com/o0/AO166sfalx07Xfgd9Uso01041203IWQX0E020.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636242&ssig=t2bQ2cM69c&KID=unistore,video",
