text,mid
说得真好。,4665141414857509
棍棒底下出孝子，不吼不叫出奴才,4665141414857509
很有道理。,4665141414857509
这个奶奶是谁，想关注，好美,4665141414857509
道理都懂，也经常觉得愧疚……但是……真的很崩溃,4665141414857509
//@史小煮:可是忍不住啊,4665141414857509
看来深有体会啊。//@史小煮:可是忍不住啊,4665141414857509
可是忍不住啊,4665141414857509
深有感触。,4665141414857509
父母必读丛书。,4665141414857509
管教并不等同于要让孩子承受痛苦。孩子并不能从被羞辱、恐吓和被拒绝中标得任何好处。如果孩子感觉到你是和他站在一起，并且为他着想，他就更容配合你的要求和教导。牢记：我们不是和困难一起打败孩子，而是和孩子一起打败困难。,4665141414857509
偶尔吼一下也无妨吧？,4665141414857509
csmo看世界超话良好的亲子关系,4665141414857509
家长教育孩子确实是非常重要的。,4665141414857509
@我的印象笔记,4665141414857509
你这是不是广告,4665141414857509
值得注意,4665141414857509
转发微博,4665141414857509
没孩子时都觉得自己会很有耐心,4665141414857509
压不住火啊//@史小煮:可是忍不住啊,4665141414857509
好像是越吼越叛逆,4665141414857509
我一般都是默默的瞪着。等他缓过来看我。,4665141414857509
明显洗脑的。吼不吼看孩子个性。玩皮的不吼不打肯定废了。内向胆小的不能吼。具体问题具体对待。,4665141414857509
听我的，不要吼，直接揍,4665141414857509
孩子教育，尤其不能“吼”。,4665141414857509
转发微博,4665140043320597
公开叫板,4665140043320597
刚开始，带个好头吧。一切都会更难！,4665140043320597
遣散费到位就行 资本不相信眼泪 无非就是表决心给资本爸爸,4665140043320597
疼爱你们的larry,4665140043320597
这现金是家长交的费？还是资本投进来没花完的？,4665138504270422
没必要打感情牌，大家都是为了那点钱，按照法律赔钱就行,4665138504270422
凉凉,4665138504270422
就是要裁人嘛，还不得不离开,4665138504270422
@我就是喜欢改昵称不服你来咬我啊,4665138504270422
一轮教培的大裁员开始。这些老师将流向何处呢,4665138504270422
已经开始考虑鸡娃了,4665136529284431
你好，你感兴趣的“国考”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 国考超话,4665136381957962
呕吼？,4665135798421897
国家真的太自私了，让我们都去自杀吗,4665134750638384
真的很卷，考研调剂调的都卷死了，好不容易考上了，就感觉新的政策又会趋使很多人先去考啊编占坑，师范生都没法分流何况每年有很多非师范考教资去教书。,4665134750638384
然后各种卷,4665134750638384
@大怪一只头,4665133504925160
无论如何，一刀切走一条从未有人走过的路，风险和不确定性非常高。,4665133504925160
做一个一辈子不留遗憾的人，做一个让大家感到幸福和骄傲的人。,4665131991304560
良心行业变成逐利的行业，没有初心，还把自己当成救世主，还认为中国的教育感谢培训机构。,4665131991304560
这种决策做出来，相信都是大家一起的，这次是,4665131991304560
支持，大家都决定，相信都是为了大众考虑的,4665131991304560
君子发钱不动口,4665131991304560
那有这种政策出来，相信大家都是做了无可厚非的，努力的,4665131991304560
请问下，这是九年义务教育前都不能再上学科类的课外班了是吗,4665128295861215
@老蒋政治-蒋中挺,4665127946949621
制造了多少焦虑，割了多少韭菜才能攒这么多钱啊！这么看来，整治他们一点不冤枉,4665127946949621
趁早倒闭吧，吸血鬼又要换一身行头继续吸血了,4665127946949621
@考研平头哥,4665127946949621
@刘一男,4665127946949621
画饼，饼糊了,4665127946949621
单位是不是搞错了吧，还年,4665127946949621
@考研政治万磊,4665127946949621
这搞教育的老板中学毕业没？,4665127946949621
@何凯文,4665127946949621
没有一丝一毫的同情，盼干净利落地快快退出教培行业。,4665127946949621
早点倒闭吧,4665127946949621
简直是笑话，还现金能维持多少年，你这些学费不是合同负债吗？做不了k12了，退费压力都顶不过去，还吹牛呢,4665127946949621
不负责任陈向东，净说好听的,4665122532888867
从老板角度讲，目前能活下来才是最重要的。给被裁员工按照劳动法赔偿，也算是好聚好散。,4665122532888867
@老蒋政治-蒋中挺,4665121924712707
@考研平头哥,4665121924712707
@刘一男,4665121924712707
@考研政治万磊,4665121924712707
@何凯文,4665121924712707
教育不内卷，民族有希望,4665121924712707
人才,4665116206825697
你猜,4665110713340864
教育培训能吸引多少应届生啊再说了，学科培训没有了，其他不属于义务教育很多培训并没有影响啊,4665110713340864
楼上说学科培训能吸引多少应届生，可能还真不知道有多少应届生投身K12。作为一个在国内比较龙头的教培机构的应届生告诉你，今年就北京这一个机构多了好几万人，大部分是应届生。我的很多同学也都在教培机构从事学科培训。所以不是别人可以轻轻松松说句“能吸引多少应届生”那样。,4665110713340864
你要相信很多行业只是你不想去而不是你不能去,4665110713340864
还有为什么说应届生在此境遇很局促，花了半年时间搞这些，刚开始准备好好工作，然后发现好像全部作废。时间沉没成本和机会沉没成本不是不了解情况的人可以理解的，当然我也没有非要别人理解的意思。虽说每个人都有自己的选择和命数，好坏都要自己承担，但是我发微博不是蹲别人来和我说风凉话的谢谢🙏,4665110713340864
别气馁,4665110298104290
我就是教培老师，更多的这些都是看看。因为下场了就是无数的谩骂，甚至还有告诉我“就是因为你补课有的孩子有效让原本可以上高中的上不了，不公平”我还能说什么。,4665110298104290
一般上级部门都会要求按规定退费的，就看机构啦,4665103389824046
估计以后线下课都要停了，还是报大机构放点一点哦。,4665103389824046
苏州瑞思是三个月一交,4665103389824046
真是利国利民，人民群众喜闻乐见的好政策呀,4665100881104728
拥护国家政策，为国为民，造福千年，流芳百世，载入史册，举国欢庆……,4665100881104728
星火骗人的，还在续秋季班呢,4665100881104728
星火一直在进行暑期课程,4665100881104728
北京高中有实行双减吗,4665095429556999
编制内老师应该会增加的,4665091762424917
唉,4665091762424917
现在考公务员事业单位也好卷，超多人考。看这就业状态，经济总形势真的不好啊。,4665091762424917
啥政策呀,4665091762424917
确实一大批失业了,4665091762424917
准备失业了,4665091762424917
这一周因为这个政策我已经调整了三次教材了,4665091762424917
我们这里课外培训看着还挺好呀，很红火，没看到影响，可能还没到时候吧,4665091762424917
教师编制越来越少了，招聘都成聘任制了,4665091762424917
家长以后也要十项全能，各科都要懂。,4665091762424917
接下来编制会更难考，今年我这边招聘人数就比前几年减少一半以上了，如果按照新政策培训班裁掉更多的人，考编人数将会更多，私立学校招牌也会竞争更大。,4665091762424917
编制也少了，我们学校已经在招合同制老师了,4665091762424917
编制很难大幅度增加，财政压力小的，对教育重视的地区就开始实行同工同酬。不过越来越多地区限师范专业了。不过说实话，老师这一行业真的不好干，编制内也一样。,4665091762424917
这个双减机构很多人都在叫好，说什么大家都在同一起跑线上了。真的在同一起跑线吗？学历高的父母可以自己教，有钱人请一对一家教，重视教育的家长会自己琢磨怎么教孩子，这些叫好的，认为可以佛系育儿的家长，他们的孩子和这些孩子的距离只会越拉越大。,4665091762424917
妈呀 还让不让老百姓活啊…,4665091762424917
我赞同你的说法,4665091762424917
上有政策下有对策,4665091762424917
太可怕了 不是教育行业 但是刚刚开始准备考公,4665091762424917
今年刚打算考教资,4665091762424917
说实话 减减挺好的 以前我小学还在楼下疯跑 现在孩子还跑的动吗 孩子之间比 家长之间也比 太累了,4665091762424917
感觉没啥影响啊 网课还在继续上 老师还在推续费 线下课我看也都在上着,4665091762424917
哭啦,4665091762424917
教育机构被“制裁”了，好多相关从业者应该会去考编,4665091762424917
卷出新高度,4665091762424917
辅导班老师会去考公立吧,4665091762424917
本辅导机构选手的同事们被裁掉了好多……我们组20多个人现在还有4个，上班气氛好压抑,4665091762424917
应该去整治，不是一刀切得禁止,4665091762424917
小孩子的各种兴趣班啥的会被减吗,4665091762424917
完蛋我还没准备考呢,4665091762424917
哭了刚转行没多久,4665091762424917
也挺好的，补课费真的太贵了，同事娃在成都最好的高中，基本外面补课都是三百一节课，补三科，前几天问补了七天差不多就是一万，然后这几天又开始补语文，还是成绩特别好的孩子,4665091762424917
唉没入编的老师太难了,4665091762424917
我们昨天发文了，暂停所有学科校外培训班。,4665091762424917
看着教师编这么卷，我居然从教师编出来了不知道对不对,4665091762424917
肯定是的。不过教育机构如果一直不控制，只会有越来越多的资本涌入，好的老师都会因为工资高慢慢流失到机构，那么基础教育水平就越来越差。平民的孩子越来越掉队，富人的孩子成绩好工作好。以后富者愈富，贫者更贫；贫富差距越来越大。国家这样是在努力缩小贫富差距，也让80后别太焦虑赶紧生娃。,4665091762424917
屁屁 还有夏装的团吗 小裙子之类的,4665091762424917
这玩意不是板上钉钉的事，半年前基本就警告了,4665091762424917
不懂就问，屁屁，什么政策？？,4665091762424917
我突然觉得我帮我妹妹报了个委培师范生是个明智之举,4665091762424917
今年已经很卷了,4665091762424917
一定会！,4665091762424917
这两年已经卷的不成样子，明年觉得只会更可怕,4665091762424917
线上培训机构猿辅导这种是不是好些？,4665091762424917
太难了 我近两年还动摇过说 要么重拾大学专业？哪怕从培训机构做起,4665091762424917
我的妈，我的面试一定要过，不敢等明年考了,4665091762424917
作为一名计算机老师，我准备去开个计算机辅导班，不知道有没有家长愿意让孩子来上,4665091762424917
挺好的的，公平教育，老师不用天天想着在机构里赚钱课堂上改教的还是要教,4665091762424917
真的难受了，现在工作的这个学校不怎么好，想考研来着，看现在这个形势怕到时候读完研可能找不到工作了,4665091762424917
对，考编应该会更难，考公竞争也会更大了。我一师范生现在真庆幸早几年毕业。,4665091762424917
什么政策啊,4665091762424917
对于有技能的一对一老师私教没什么影响，有手艺都饿不死，换了一种形式存在。最惨的是公司各种运营和销售，没有一技之长，没混到管理层，起点低，在就业市场也是被挑挑拣拣的角色。,4665091762424917
//@江上的路://@江上的路:关于整顿治理校外培训这件事，应该由教育部一个职能部门（或者成立一个整顿治理临时机构），统领对各地区教育部门一同管理。把这项工作纳入扫黑除恶专项是非常不合适的。 #教育# #双减政策#,4665082937612605
随意定位，偏离法治。,4665082103203785
我们当培训老师的得罪谁了,4665081722569749
你tmd考试卷真会出,4665081722569749
#武汉一上市培训机构人去楼空# 我朋友也是受害者，他孩子补课正是关键时刻，作为培训机构，这种不负责任的做法真是太可恨了，必须把跑路的人揪出来，讨个说法,4665081722569749
#武汉一上市培训机构人去楼空#社会需求不会绝，市场存在是肯定的，只是方式变化而已。规范市场需要疏而不应堵。堵也是堵不住的。,4665081722569749
#武汉一上市培训机构人去楼空# 降房价，降医疗费用，如此教育才能回归正常,4665081722569749
太难了,4665081722569749
#武汉一上市培训机构人去楼空# 多一个生源交一份保证金，跑了就完事了啊？简直是丧尽天良,4665081722569749
我家这边好多我上学的时候都上过的培训班，都在逐渐关门倒闭，都是少年的回忆呐,4665081722569749
#武汉一上市培训机构人去楼空#类似这种情况维权太难，起诉肯定会赢，但想要拿回钱的几率很小。刑事就不要想了，毕竟不是从开始就故意骗钱，只能算经营不善,4665081722569749
#武汉一上市培训机构人去楼空#教培行业彻底凉了，希望还是恢复了到教育的本质，减轻孩子的负担，又不增加家长的麻烦。,4665081722569749
#武汉一上市培训机构人去楼空#果然，国家一出手，上市培训机构都破产了,4665081722569749
哦,4665081722569749
认清资质，减少孩子不必要的培育#武汉一上市培训机构人去楼空#,4665081722569749
#武汉一上市培训机构人去楼空# 是教育培训的错么！在校期间，老师如果认真负责的教学。还会这样么？,4665081722569749
#武汉一上市培训机构人去楼空# 提高警惕 慎重选择,4665081722569749
吸血过猛崩牙了,4665081722569749
点赞,4665081722569749
#武汉一上市培训机构人去楼空# 希望相关人员能得到应有的惩罚,4665081722569749
#武汉一上市培训机构人去楼空# 作为教育人在新时代教育改革的大潮中，要努力提高自己才不会被淘汰！,4665081722569749
真是太难了,4665081722569749
现在真的太多这样的机构了，感觉就是圈钱。,4665081722569749
#武汉一上市培训机构人去楼空# 现在都是实名制，报警立案，让他火车票都买不上,4665081722569749
#武汉一上市培训机构人去楼空#近几年这些培训机构割韭菜似的割了一茬又一茬的家长，他们赚翻了，家长却添了多少负担,4665081722569749
这双减政策有震撼力，震塌了。,4665081722569749
先付费很多都是陷阱,4665081722569749
#武汉一上市培训机构人去楼空#为啥法院起诉？这难道不属于诈骗？,4665081722569749
哎,4665081722569749
#武汉一上市培训机构人去楼空#唉！国家出手了，还怎么办呀？会有别的办法还是继续呢！,4665081722569749
政策根本没考虑接下来会发生的后果，一大批年轻人失业，接着家长刚报或者在读的机构破产后面还有一堆服务售后问题。朋友夫妻都是某教育机构的，周五当天通知直接走人裁员，没有n+1，两人还要供房供车，直接崩溃了……,4665081722569749
#武汉一上市培训机构人去楼空# 家长为了孩子真的操碎了心，希望有关部门加强严管,4665081722569749
#武汉一上市培训机构人去楼空# 教培行业基本凉凉了,4665081722569749
特佩服那种，还没开始，就预交好几千的人，什么洗发店会员啊，儿童乐园办卡啊，遇到好几次，办完没多久就人去楼空的事，但不是我，是这些地方之前发传单让我办我没办，我看到有好几个人在办，然后过一段时间，这块就人去楼空了，我还在想那些办了的人，钱怎么办?#武汉一上市培训机构人去楼空#,4665081722569749
#武汉一上市培训机构人去楼空#要家长提高警觉性，说起来容易，做起来还是难。,4665081722569749
希望，能快点解决,4665081722569749
#武汉一上市培训机构人去楼空#教培行业频频暴雷这也是政府为什么要花大力气治理校外培训。,4665081722569749
#武汉一上市培训机构人去楼空# 如何在保护好已经交过培训费的学员利益，防止类似事件再次发生也是需要好好考虑的。,4665081722569749
#武汉一上市培训机构人去楼空# 家长没接到任何通知就停课，老师已解散，法人不接电话，关门前两天还在收取学费，这就是诈骗,4665081722569749
豆神！天,4665081722569749
#武汉一上市培训机构人去楼空# 还是要对培训机构严厉监管,4665081722569749
#武汉一上市培训机构人去楼空# 我觉得现在培训机构确实是需要应该有针对性的监管，问题很多。,4665081722569749
#武汉一上市培训机构人去楼空#行业过热不是什么好事，一般都预视着即将崩盘！,4665081722569749
#武汉一上市培训机构人去楼空#应该一律查封让这些机构都破产,4665081722569749
#武汉一上市培训机构人去楼空# 还不如去在职教师那补课呢，至少不会跑路，不满意还可以举报他！,4665081722569749
#武汉一上市培训机构人去楼空#如果以诈骗立案，这些培优机构就没有这么猖狂。,4665081722569749
只要影响不大没人会去管的，只能自认倒霉,4665081722569749
#武汉一上市培训机构人去楼空# 看到这样的操作方法，感觉他们的分校，是相对独立操作，独立核算。 如果是这样的话，母公司是不需要承担 经济责任。公司甚至可以追缴分公司。,4665081722569749
。,4665081722569749
#武汉一上市培训机构人去楼空# 既然是上市公司，就可以在工商机构查他的企业注册背景和企业人，证券公司和市场行为操作记录，同时也得查他的境外记录，家人，及其所有的个人银行账户和资金往来。,4665081722569749
#武汉一上市培训机构人去楼空#家长怎么识别这些培训机构呢。这是个很麻烦的事情。,4665081722569749
真是怀念我们小时候，感觉那时候的教育还真是幸福。父母佛系，自己搞定作业以后就可以玩，放学后和大院里的同学在家属院里撒欢，张弛有度。暑假写完作业看电视台每年必播的西游记、三国……,4665081722569749
转发微博,4665081722569749
#武汉一上市培训机构人去楼空# 教育培训是一个良心工程！做教育、看良心！没安好心做什么都是这样的结果！不光光是教育培训机构。教育机构越来越难生存！,4665081722569749
#武汉一上市培训机构人去楼空#报警被诈骗，他收的钱并没用于教育服务。这就是诈骗特征,4665081722569749
#武汉一上市培训机构人去楼空# 培训机构这类问题，很难从根本上解决,4665081722569749
好,4665081722569749
吸血过猛崩牙了#武汉一上市培训机构人去楼空#,4665081722569749
严查,4665081722569749
#武汉一上市培训机构人去楼空#家长不要盲目跟风报培训班浪费钱就行,4665081722569749
#武汉一上市培训机构人去楼空# 听说是武汉的三家分校 同时人去楼空。首要任务就是追回家长预付的这些学费，和工作人员。从受益者的顺序来看，客户第一，员工第二。毕竟，没有一个家庭的钱，是大风刮过来的。,4665081722569749
#武汉一上市培训机构人去楼空#感觉国家是开始规范课外培训这一块了，股价跌的那叫一个惨淡啊,4665081722569749
#武汉一上市培训机构人去楼空# 所以报课还是要小心谨慎 是我也没想到豆神大语文回出这样的事,4665081722569749
套路太深了#武汉一上市培训机构人去楼空#,4665081722569749
破产就完了#武汉一上市培训机构人去楼空#,4665081722569749
#武汉一上市培训机构人去楼空# 谁允许他们开培训学校就去找谁。没有王法了，总得有机构管吧,4665081722569749
#武汉一上市培训机构人去楼空#严格管控追责，避免两头难,4665081722569749
#武汉一上市培训机构人去楼空# 这种坑人的老板应该受到什么样的法律制裁？,4665081722569749
#武汉一上市培训机构人去楼空# 都说有牌子有资质，有啥用，该跑路一样跑路，诚信得看人，找信得过的个人老师补课，不学就退费，不比这个强多了，很多大机构要四五百一节课，一收就是好几万，其实都是现招的老师，全是智商税。,4665081722569749
因为资本逐利,4665081722569749
有钱地方容易变,4665081722569749
#武汉一上市培训机构人去楼空#这个有点可恶了，现在孩子的培训费都超贵的,4665081722569749
#武汉一上市培训机构人去楼空#现在全社会为了钱都是满满的套路，很多从一开始就不是想长久做生意，就是为了圈钱，“够口就收网”，坑了很多人。像教育机构、影楼、健身等项目，消费者满心期待的投入，伤痕累累没有征兆的出局。这种现象已经太多了，法律该出台整治了！,4665081722569749
#武汉一上市培训机构人去楼空# 校外培训乱像该整顿了，全部取消。,4665081722569749
现在的补课班，只能呵呵，反正有愿意去的#武汉一上市培训机构人去楼空#,4665081722569749
#武汉一上市培训机构人去楼空# 现在跑路都有各种理由了？有理由就可以光明正大的坑人了？,4665081722569749
我和男朋友都失业了，明年还打算结婚生孩子的，没钱不知道怎么办了,4665077238598624
作者的智商真令人担忧啊。,4665071643395421
留qq，加,4665069458433763
我女朋友也是教育机构的，要失业了，请问您接下来是什么打算?,4665058782609673
你们那边都停了吗机构,4665058782609673
这个是啥,4665054169139444
根卷不卷有什么关系啊到底 上了五年私教一对一的只能说不上辅导班去请私教更是个负担,4665052818310732
唉，焦虑，能考编的就去考编，不行就转行,4665050406588794
互相取暖,4665050406588794
学语言的 完全不知道转行干嘛,4665050406588794
要是丢了工作，以后坚决不生二胎三胎了。,4665050406588794
凉凉,4665050406588794
太可怜了你们,4665050406588794
唉，难受,4665050406588794
你们那机构怎么样了……我这还没管，销售的还很猖狂,4665050406588794
失业了干哈好,4665050406588794
😂我就是今天刚失业的教培机构英语老师,4665050406588794
失业了也不知道做啥，唉,4665050406588794
哎！天天提心吊胆地上课,4665050406588794
是真难受,4665050406588794
陈向东老师很厉害的,4665048134322456
他是河南洛阳的，人大经济学硕士，前新东方副总裁,4665048134322456
河南洛阳人,4665048134322456
眼泪满眶,4665048134322456
他是河南洛阳新安县的 不是南阳的,4665048134322456
一大堆机构老师要考编，还是一大堆老师出来创业？,4665044471649141
地区选择已经从合肥妥协到遥远特岗,4665044471649141
从当年的除市区外一概不去到现在的只要能考上大别山爬都要爬去,4665044471649141
培训机构，学校外的学校。,4665041381229406
成都的？,4665041373103688
加油 小姐姐,4665041373103688
😂我就是今天刚失业的教培机构英语老师,4665041373103688
太难了我在小城市，根本不知道要找什么工作，因为父母的身体又不敢去大城市,4665041373103688
我都快愁死了 刚从艺术类辅导转到k12 我要哭了,4665041373103688
加油！祝好运！🙏,4665041373103688
来我这。,4665041373103688
每行每业都会经历一次洗礼,4665041373103688
不知道自己还能干啥？没想到有一天会人人喊打？？,4665039707704195
我今年刚大学毕业普通一本工科生，我拒绝了家里安排的上市公司的专业对口工作选择了跨考学科英语研究生，但是看到这一幕我真的心寒了，教育是我的梦想，这个梦想已经开始动摇了….因为我深知想进公立学校有多难 哎,4665039707704195
双减政策出来以后，感觉实体店的补课不但没减少，改个时间周一到周五放学之后补课，小孩负担不是更重，同时，有的甚至改网课了，不知道中国的小孩眼睛能不能抗，我们的未来没有光明的眼睛，怎么得了？,4665039551991969
也不能阻止别人进步不是？,4665039551991969
普通校与重点校之间的差距会进一步拉开，城市与省内县乡之间的差距也会进一步拉开。 城里的孩子周一到周五放学后可以继续补，乡镇的孩子呢？,4665039551991969
学校老师工资会不会涨呢？哈哈哈哈哈哈哈,4665039551991969
先政治一下不少学校强制学生家长工作日早晚高峰去当志愿者的问题行吗？,4665039551991969
我们学校双减搞出了上课推迟五分钟，放学也推迟了，推迟了8分钟牛啊这操作,4665039551991969
明着暗着都在卷,4665039551991969
我参与了@吴小轶老师 发起的投票测试，我投给了“害怕“明补”变“暗补”，自家孩子又被落下”这个选项，你也快来表态吧~,4665039551991969
谢谢铭铭姐的分享～,4665034921481269
好像又被吞评了诶,4665034921481269
哎 焦人,4665034921481269
姐姐说的很有道理，但是有些字眼有点直白,4665034921481269
双减政策下。培训机构日子不好过了。,4665025325699226
还想考个教资到辅导班混日子，好家伙证没拿到，机构没了,4665025325699226
你的微博被收录到“合肥同城”展示，想获取更大流量，防止骚扰…..详情见如何让我的微博在同城获得曝光？,4665025325699226
高途不是线上教学吗？为什么要散呀,4665025325699226
在线教育不好做咯,4665025325699226
现在培训机构不好搞,4665025325699226
合肥中心都要撤了,4665025325699226
裁员了吗,4665025325699226
公司女生挺多啊，男女比例多少呢,4665025325699226
教培的姐妹们 下一步有什么打算呢,4665025325699226
几家欢喜几家愁,4665024205817196
是不是无论大小 全军覆没啊,4665024205817196
只有小猫咪的生活是无忧无虑的,4665020484943965
有要求说校外培训要全程监控路录像吗？,4665020069188395
做好思想准备吧，老百姓毫无办法,4665014818965780
我们这玩命招生我要疯了,4665014818965780
俺也一样,4665014818965780
呵 他当时因为一个风向就裁小早那么多人的时候也是这幅嘴脸呢,4665014655127563
假装在解决问题,4665013811545698
可以继续搞，感觉家教还是有市场的,4665013308229429
双减是什么意思呀 不能当家教搞兼职了吗,4665013308229429
已经停止卖秋季课了,4665012009047078
跌宕起伏两三年,4665012009047078
冲冲冲,4665009155605577
这多难哦，有那么多好的学校，有那么多好的老师吗？实际效果会大打折扣。,4665004189553809
现在双减政策面对的是义务教育阶段，校长这是高中的校长，面对的问题又不一样了。并不能完全代表义务教育。,4665004189553809
惨,4665003372971325
你这准备冲击武术老师了！,4665000507477596
老邓，出来开车！,4665000507477596
强,4665000507477596
还有学生只会抬头等答案，根本不会自主思考，培养惰性！,4664988600633720
拔苗助长会让孩子对自己有错误认识,4664988600633720
缴械投降，宽大处理,4664986426935536
@焕燃一心心心心心,4664986426935536
好的，接下来幼儿园和美容院也该管管了?,4664986426935536
反资本结果却是把廉价教陪市场消灭了。孩子有教陪需求的家庭，每学期费用从八九百上升到三四千。大约这就是“反资本”吧。,4664986426935536
教陪机构所谓的“正规化”，打着反资本的旗号，但其实个地政府率先清理的恰恰是教陪市场里的廉价市场，最典型的，一个消防不合格，就可以把租金在2000以下的教陪机构一网打尽。而最终留下的是多为每个月付得起20000月租的中大型教陪机构。我们本地一个十几年的老教师家属开的小班就是这么被淘汰了。,4664986426935536
一刀切的政策真是令人无语,4664986426935536
下决心取消重点中学、教师轮岗，义务教育阶段的教育资源均衡化并适当扩大规模才是关键。,4664986426935536
一刀切最要命，学校不好好教，家长教不了，才去辅导班解决问题，初中不考了还是高中不考了,4664986426935536
一些培训机构对小孩名字、在那个学校、几年级，及父母电话清清楚楚，这让人匪夷所思。教育是国之本，之未来啊，怎么能如此本末倒置呢，一些地区用扫黑除恶来雷霆之势严肃对待，深层次分析，这在情理之中，且值得点赞👍🏻 @央视新闻 @新华社 @人民日报,4664986426935536
高中直升，大学宽进严出，谁也不会去补课的。有能力的孩子就会有更多的时间阅读思考发展自己，没能力的孩子，家长也不会非要逼着大学毕业。中考升学率低和社会对学历要求高，是治理根本，而非培训班。期待更合理的政策出台。期待能让家长和孩子真正的不焦虑的政策出台！,4664986426935536
培训机构课后与学校合作吗？教育确实不能资本化,4664986426935536
非师范生还有必要考教资吗,4664986426935536
这段历史以后会写进史书,4664986426935536
双减政策是为了提高二胎三胎生育率 没有竞争 绝对公平的芬兰 教育世界第一 幸福感世界第一 但是芬兰已经连续人口负增长率很多年了哦 双减政策 倒行逆施 舍本逐末 一纸政令击垮一个行业 法制社会怎会有如此野蛮的行径由国家颁发 公民基本的受教育权受法律保护！,4664986426935536
家长的焦虑是校外培训机构造成的吗？学校教育不缺位，校外培训又能怎样？一刀切，只会让中等水平的学生家庭更焦虑！连最后的逆袭途径都没有了！,4664986426935536
妈妈的家教任务更重了…………,4664986426935536
上有政策，下有对策,4664979179700266
作死,4664979179700266
来时好好的，回不去了,4664962859142547
如果真落实了，那么多人都会失业。国家不会不管的吧,4664958678469165
你们那现在没有在编招聘吗？,4664958678469165
你好，你感兴趣的“教育”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 教育超话,4664947222517604
哈哈哈哈😂,4664942475086062
还是看落地的最终结果吧！,4664917917698828
如果能看清楚一切，就不生了 如果已经生了，砸锅卖铁都会去补课的 除非没有中高考了，内卷的主因是应试教育,4664917917698828
太悲观啦，其实现在更多的好资源都在大城市里，农村孩子没有机会接触到好的资源。另外教育压力低龄化，中小学生身心不能健康成长！家庭补课经济压力大，唯分数唯升学率等等评价体系和教师评价体系都会一并改。从国家的角度，要的是全面健康并且受过素质教育的，不是要一堆只会应试的未来人才。,4664917917698828
差不多就这样了,4664917917698828
人口普查不理想→三胎政策→课后延时服务→暑假托管→取消学科辅导班→取消各类校外培训班→禁止提供搜题。全面减轻家庭负担促进生育，以达到促人口增长的目的。毕竟教育医疗就业住房问题，教育最好下手，尤其老师都是软柿子 。,4664917917698828
现在拥有的都是手机而已，怎么不给手机也减了,4665515509291274
啊你们那这么严格呢，我们篮球课能上，我自己少年宫也还在上课,4665511776095584
我们六线城市没这么严,4665511776095584
哪里这么严重,4665511776095584
现在你们那儿的跆拳道馆可以开了吗？,4665511776095584
双减不是可以搞体育艺术吗，为啥停了跆拳道,4665511776095584
一来，疫情停了培训机构;二来，双减政策。,4665511776095584
游泳课可以上吧,4665511776095584
双减影响大吗,4665511776095584
@李七友啊 怎么办555555,4665510099158817
可以找个出版社，找一个学科编辑啊。,4665510099158817
@吼吼吼猴猴哈嘿 你看看这个,4665510099158817
卧槽我枯了，这也太扎心了目前线下教育机构在岗，不知道明天在哪里，出路在哪里,4665510099158817
坐标山东，四年教培经验，在去公立校时都是零，小白的身份从头开始。去公立就得了解当地招考要求和时间，全职备考还是在职看你的自律能力。你是英专要报考没门槛，再好好准备教基公基，应该没问题。再不行就先去公立代课，来年考，我们这里有面向代课老师的招聘。公立和私立的工作强度还是差不少的,4665510099158817
@TurningItOffAndOnAgain,4665510099158817
当然是继续找学校啊，虽然那个学校挺不是东西，但他批评你的话可以琢磨一下，我是一毕业找老师辅导我考编，当时那个老师就说我不够活泼不能教小学，几次编制面试都失败，我后来看视频慢慢改变之后应聘了几所临聘都觉得我试讲不错，再后来以没教过课但面试试讲中上水平考上了编制，你这么优秀你也可以的,4665510099158817
转行确实太难，我之前也在茶水间投稿过帖子，同英专生，现在在游戏行业做海外运营，但只有自己知道吃了多少苦付出过多少。,4665510099158817
教培经验就这么一文不值吗，怀疑人生，真的怀疑自己这三年做的事情有没有价值,4665510099158817
不要靠近教培，会变得不幸,4665510099158817
小姐姐你很优秀，不要这样说自己。可以试试多投各种学校，多考,4665510099158817
救命看得我太焦虑了,4665510099158817
@冰糖葫芦嘶 怎么办我太焦虑了你说我们如果考研失败要不要二战啊还是尽量努力进学校当老师,4665510099158817
英专必须要专八，不然转行也不会有人要,4665510099158817
双减政策影响真的挺大的……,4665510099158817
po主不要丧失信心呀，我看那个民办学校也是在pua你 本身不差就是现在可能这个行业的人都在找工作他们也想尽可能地少给钱压榨你 再找找吧 肯定能找到一个相对满意的，而且你专四专八教资都有 要不然再试一下私立学校 如果实在不行再转行,4665510099158817
同英专，专四专八高中教资catti都有，但也没啥好出路。辞了之前2年多建筑国企的翻译工作，因为拖欠工资、让我去当施工员、还有领导只会画饼、没有发展前途，受不了了后辞职，现在在考编,4665510099158817
非常建议英专的同学们转行,4665510099158817
